X_mm;Y_mm;Z_mm
1.245140210865475154e+02;7.462732677118833635e+01;2.018884715059148682e+00
6.189209800365254921e+01;7.564593732939330550e+01;1.463958446257550561e+00
6.278232608743115151e+01;7.544543544661409840e+01;4.342603691436723312e-01
6.290194520147693424e+01;7.562630956289321205e+01;1.489224570773108214e+00
6.337010607040478050e+01;7.560835341647981522e+01;1.450741187881604555e+00
8.946355503898858785e+01;7.566386214552042588e+01;3.435457515734404943e+00
7.890657210224566143e+01;7.551739862487930566e+01;1.495586474715437042e+00
6.389995502393619375e+01;7.561161743093104803e+01;1.484988048183757403e+00
5.890265493047469647e+01;7.575995446740864736e+01;1.811360706215508376e+00
7.246368803114899038e+01;7.586122464997858117e+01;2.884631199429796400e+00
1.989336423832241110e+02;7.305229504254674566e+01;1.149428301105800188e+00
7.275001135529403484e+01;7.586074008856543571e+01;2.894018767580077256e+00
7.689017346477002945e+01;7.517774802205165940e+01;3.926637512199765423e-01
9.465491832260154581e+01;7.573796620785853406e+01;3.824607099825243495e+00
7.741385690309901690e+01;7.518659202237462580e+01;4.689520622569147701e-01
7.787635581863867174e+01;7.565924555694289211e+01;2.933936087482019062e+00
7.889903817374853645e+01;7.566982057094055847e+01;3.002709308521901210e+00
2.299384360344406275e+02;7.280180095535628482e+01;1.496626759225481385e+00
7.990222768235541650e+01;7.512314298200114138e+01;4.747857249363564014e-01
8.034662030625598561e+01;7.513947329440297551e+01;5.263457100169167679e-01
8.154828780287360246e+01;7.561336329840401049e+01;2.990991828670051866e+00
8.984789519225600429e+01;7.564291404820012588e+01;3.377860150728511091e+00
9.037453271164193325e+01;7.563866480808185599e+01;3.345720300421652027e+00
9.136174333128087710e+01;7.564554607569149880e+01;3.428844608450156706e+00
9.186921992662585978e+01;7.509808635383487285e+01;9.036278665492800677e-01
9.286688924091816943e+01;7.509754923869448362e+01;9.017244264295153355e-01
9.278914785658879794e+01;7.562109370238388806e+01;3.410873749589493187e+00
1.954600172803901899e+02;7.314739452737686065e+01;1.338624623456191154e+00
1.139669538387626346e+02;7.466532026004851730e+01;9.633486971559503953e-01
1.183469051038032376e+02;7.462331247740752360e+01;1.381390446940358396e+00
1.202852759828947455e+02;7.466076046335793137e+01;1.434715744162951889e+00
1.214623622063920294e+02;7.465232748930590390e+01;1.472822721430370851e+00
2.103478320248902662e+02;7.366497318070689460e+01;4.989379022807889363e+00
1.134198362568080540e+02;7.529021894594851005e+01;3.458682566372824230e+00
1.233326359219640977e+02;7.461576471418102585e+01;1.366471843964498722e+00
1.269122811325329963e+02;7.497561090878149059e+01;3.398046234517135389e+00
1.274877830292005001e+02;7.469003753669332468e+01;2.436808522463962401e+00
1.353988378539753228e+02;7.455059651387759345e+01;2.336588892928483485e+00
1.313712328998376790e+02;7.461956701715691054e+01;2.325972747818874975e+00
2.429566795911579504e+02;7.248021960604394565e+01;1.390821126585551459e+00
1.328870392269836316e+02;7.455778184524952223e+01;2.063388000524368771e+00
1.058795666305875187e+02;7.465052568318293424e+01;5.655487285415680132e-01
1.332051748439571384e+02;7.457591087018789722e+01;2.406349237203649682e+00
7.740274609166255004e+01;7.563554981327837368e+01;2.880877246249442081e+00
1.373858125725822958e+02;7.478488536970738210e+01;3.454762010067967015e+00
1.374041942311868070e+02;7.465837525826499643e+01;3.416902393349314337e+00
1.618845871043812394e+02;7.417663957122104534e+01;2.917027078415019403e+00
1.238571786820144638e+02;7.457992507405070626e+01;1.402329552816432123e+00
1.623371731347024252e+02;7.417445644465503563e+01;2.938437031088715568e+00
2.274739070012847719e+02;7.300793119135116171e+01;2.121513054416124255e+00
2.013963381500342109e+02;7.317092880233856533e+01;1.461497989057956248e+00
2.133895473254449939e+02;7.360235956866054607e+01;4.892821820411099587e+00
2.194366339506276233e+02;7.355599193469997488e+01;4.960271054574592497e+00
2.198829484030170534e+02;7.359190856242206280e+01;4.979937907307890654e+00
2.203822134694089243e+02;7.347254440133812636e+01;4.625852668122722555e+00
1.288787461593736055e+02;7.470967349463232665e+01;3.105938735019206920e+00
2.278121404419253793e+02;7.264363323757572743e+01;1.026734290072280009e+00
2.289276211170136435e+02;7.260111921082109632e+01;1.420039693043034346e+00
2.314010797992323774e+02;7.251281173766294330e+01;1.435158522626234889e+00
2.363246585653348291e+02;7.313397380671068504e+01;4.611732429573621950e+00
2.384076959494118739e+02;7.313155185360800203e+01;4.594611409093221077e+00
2.404388259965561474e+02;7.311793827497416487e+01;4.932103604261865115e+00
2.424096002105883940e+02;7.307011281984313200e+01;4.966367305473718297e+00
1.981845460117140689e+01;7.618390277943794331e+01;3.312456003920408176e-01
2.459001363127410400e+02;7.248455513987663323e+01;2.044595294710492173e+00
2.034277078982799125e+01;7.618776090098840825e+01;3.913149103028857323e-01
2.095577627114360197e+01;7.619472250656785661e+01;4.658608773425306215e-01
2.141863527809367795e+01;7.618324404706949338e+01;4.640236883026925829e-01
7.526391955622388252e+01;7.568121915706659308e+01;2.816318269171509403e+00
7.636908687409606955e+01;7.517354019635033069e+01;4.236889712962740306e-01
1.946775348577123310e+01;7.619444009068078572e+01;-2.349880332104266334e-01
1.391736316567025540e+02;7.469350838570841233e+01;3.783877234017380964e+00
9.327854675981454591e+01;7.507968597604460115e+01;8.852689658656301974e-01
1.140217815810134852e+02;7.488338417103322797e+01;1.901674316512494300e+00
1.148444298023452745e+02;7.515709800026357357e+01;3.439698486151008261e+00
2.418949622174918659e+02;7.306613312395485593e+01;5.012779517357178527e+00
1.193701934643360261e+02;7.465267192214056990e+01;1.381161218978656846e+00
1.223779763060595087e+02;7.457749425638328944e+01;1.450513827526699107e+00
1.247924154909034229e+02;7.464556830984498959e+01;1.949095929598039900e+00
1.283895819204334998e+02;7.458755688294482411e+01;2.016359218845644286e+00
1.328615755536673362e+02;7.457554170890510647e+01;2.416836846450121090e+00
1.383345859296850335e+02;7.453134142491457226e+01;2.070744251530498126e+00
1.343314674544884042e+02;7.454853425520789756e+01;2.036896164018197286e+00
1.579959371837015283e+02;7.409070839792303786e+01;2.035782555936368254e+00
1.585069468761922451e+02;7.411077003544832564e+01;2.377109699272155652e+00
1.593073104596313669e+02;7.410840152840098938e+01;1.955194916417681172e+00
1.599391257614992981e+02;7.439801633669777914e+01;3.491135459359551607e+00
1.994319034830915598e+02;7.342272305133079158e+01;1.906215761543491594e+00
2.048532584628169388e+02;7.384519470605026470e+01;4.997438776551852868e+00
2.083210097606643103e+02;7.388153800683410566e+01;5.472670322861234560e+00
2.113160056681779793e+02;7.366834887317264702e+01;4.876774262986451447e+00
2.278411077790424599e+02;7.349610428403013884e+01;5.317618490144565335e+00
2.323464096285040057e+02;7.349890459737865456e+01;5.454490723050778200e+00
2.327643702526804077e+02;7.346567625379165634e+01;5.444563259451642878e+00
2.358786356455064492e+02;7.333179081082136008e+01;4.905505332452067435e+00
1.068082792031185875e+02;7.466191627974239964e+01;8.101086871714461290e-01
2.373413963864934431e+02;7.261259918269129798e+01;1.856776653781542663e+00
2.378104417411381348e+02;7.253633469951579116e+01;1.831945791646840460e+00
2.400828186229689720e+02;7.330261790881182549e+01;5.298584400107976933e+00
2.478123416797830600e+02;7.290258226643311446e+01;3.967045225248738038e+00
1.385653436469482926e+02;7.469723371114235988e+01;3.261007313495552395e+00
5.753471524594319675e+01;7.597350431870188459e+01;2.076475749626866207e+00
5.934813545367799037e+01;7.563934591018463038e+01;9.947622119945526142e-01
6.086855466527658365e+01;7.563060769658922311e+01;1.041434655987519609e+00
6.547698580641325350e+01;7.561071907184218333e+01;6.211390830412885089e-01
2.403223295858844892e+02;7.310261307768199401e+01;4.684323646347588799e+00
6.135873126051752280e+01;7.561094981233600265e+01;1.000420289815304287e+00
2.483337871501362315e+01;7.618625286817594144e+01;5.080821237533581503e-01
6.287614073593201169e+01;7.560327344237451541e+01;1.031733945141518394e+00
6.436346238324847491e+01;7.559882637910183689e+01;1.097759617382903174e+00
8.276920822725460880e+01;7.518364518283692632e+01;9.350426128974611562e-01
6.488393296558329837e+01;7.559522638653788817e+01;1.093114701355196505e+00
9.590768502234942616e+01;7.493442709873993124e+01;9.846505568656154228e-01
7.783133832983781986e+01;7.563078544394267055e+01;2.625727336246522547e+00
7.891574905529704154e+01;7.561267738458043652e+01;2.649558318686202174e+00
7.995070109614408693e+01;7.511175160412734897e+01;1.474280205423810219e-01
8.031007057982218100e+01;7.510359529144314195e+01;1.746588151561697388e-01
8.181921914523938710e+01;7.509588815330224065e+01;1.611604122270413886e-01
8.237477645160959128e+01;7.509607359634556190e+01;1.722844085202688003e-01
1.072626338311409881e+02;7.513879150456865830e+01;3.305014416808480515e+00
9.634825333963730998e+01;7.496743269269205712e+01;5.580755151768034272e-01
9.681894034172148622e+01;7.493678957700676335e+01;5.415879327926635955e-01
1.274470593680037211e+02;7.462391716364174954e+01;2.035479534601751794e+00
1.280036692533448388e+02;7.495945063734430391e+01;3.044134087390944821e+00
1.365208771404478796e+02;7.464993301201693043e+01;3.129253361420768265e+00
1.396842251468307552e+02;7.418327726541318157e+01;7.199397037339290151e-01
7.240258171966134171e+01;7.566700594656859380e+01;2.506950583573523073e+00
1.588858178900804887e+02;7.412493219608982997e+01;2.570237798360717196e+00
1.598734305046415329e+02;7.410806540229030759e+01;2.638208880817302759e+00
1.613663321053444406e+02;7.409956598834627073e+01;2.612508266061206008e+00
1.618615582371969595e+02;7.409683457568024778e+01;2.585325056133769284e+00
1.943706268845248815e+02;7.312981462979611536e+01;9.683116002262925903e-01
1.993668578050045141e+02;7.314523543490625457e+01;1.196840275751250848e+00
2.003635378534073368e+02;7.312009870303977266e+01;1.366505440857088471e+00
2.008551002389760356e+02;7.307182678611130200e+01;1.183847148042572073e+00
2.393321946570919465e+02;7.306380630832310885e+01;4.999986232799789043e+00
7.296226627184124425e+01;7.551025992461110548e+01;1.465033201375497862e+00
2.018715644364219486e+02;7.303744266648367045e+01;1.054329481026575754e+00
2.094061149912973860e+02;7.363467044362393210e+01;4.914434873746252208e+00
2.113991147497535792e+02;7.361171549129218761e+01;4.554421300214856139e+00
2.163801535567025667e+02;7.353489584674584023e+01;4.671318358462750453e+00
2.199246705792000398e+02;7.349389485764545782e+01;4.694213201703664851e+00
1.068200173311701917e+02;7.465986059007273923e+01;6.002856298950129954e-01
8.005959131276581786e+01;7.562872132002894432e+01;2.947734492249474147e+00
2.243679717038129411e+02;7.351182626963458233e+01;4.626178419109623796e+00
2.249242762709371561e+02;7.258988973018979607e+01;1.200158810499246220e+00
2.259341782086564763e+02;7.262874422631145421e+01;1.199795103426432696e+00
9.467465836263629342e+01;7.557622435214685197e+01;2.727402387449890497e+00
2.283563357098570350e+02;7.262056883691255393e+01;1.068133420430192215e+00
2.323439888864948841e+02;7.336388118664144997e+01;5.025019558706605771e+00
1.608696409757118886e+02;7.444305815382743674e+01;3.345349785909897289e+00
2.326958195204505557e+02;7.340505535292747652e+01;5.020819356222030017e+00
2.323649762935461922e+02;7.251007076157011966e+01;1.185186785150976085e+00
2.358617069123756380e+02;7.316638691759287383e+01;4.520039884206761727e+00
2.369200892051712799e+02;7.278354410129639973e+01;2.071692893079475795e+00
2.433623888198677037e+02;7.306332972641894230e+01;5.038316696445907183e+00
2.474737785866919353e+02;7.260914017868103087e+01;3.075982395655834534e+00
2.477973302426998146e+02;7.253422751755527997e+01;3.001258543940030776e+00
4.533138577726169416e+01;7.602167506029113042e+01;1.881010207287410418e+00
2.338712721753168182e+02;7.369201964452885534e+01;4.139965461759558707e+00
5.787298428780135851e+01;7.566271676383395572e+01;1.067438563276504215e+00
8.182374548362602695e+01;7.561253258794074839e+01;2.987503131346931351e+00
2.408280375621238534e+02;7.345419132723507971e+01;5.543183813769416268e+00
1.149421089005610384e+02;7.516515318537109636e+01;3.113118869284084322e+00
1.193539596794463904e+02;7.462742295565776374e+01;1.036497842921892065e+00
1.249215478709162568e+02;7.458655199177367479e+01;1.473242720337085032e+00
1.909010483730528449e+02;7.395864875541394667e+01;4.558840197861153243e+00
2.033237489257985260e+02;7.307989560674025142e+01;1.485667787820939667e+00
2.052949105278634931e+02;7.368886763562709064e+01;4.420520708287381417e+00
2.149471689586492573e+02;7.368228494977233822e+01;5.286429834959426977e+00
2.089065095937235128e+02;7.363971309849982561e+01;4.964167018413719212e+00
1.319272739700718944e+02;7.459472230785033275e+01;2.344324485250219858e+00
2.104642382683686606e+02;7.287695343455550301e+01;1.146729653009784355e+00
2.108617433006650970e+02;7.290713356226338249e+01;1.127423439424184881e+00
2.118765976898272640e+02;7.292809837957010188e+01;1.116775824790194882e+00
2.244477135153047698e+02;7.280487525912151625e+01;1.493075273259125035e+00
2.253925757639612470e+02;7.263024883251361530e+01;1.456902598310892083e+00
2.258636038518294527e+02;7.262869130418775399e+01;1.427534781294941713e+00
9.263396147081598997e+01;7.521601765859823274e+01;-3.198721487720295187e-01
2.437904984800539978e+02;7.303605798311842534e+01;5.021555334309036667e+00
2.408335556783141129e+01;7.619226166470127737e+01;7.918298302320192494e-01
5.944503750732191349e+01;7.566510045012924479e+01;1.445842648570868194e+00
1.603718785781120744e+02;7.418035777361953365e+01;2.266847970005053448e+00
7.088988568548754188e+01;7.598766668820891823e+01;2.923958409912288836e+00
7.344379677229288461e+01;7.566408326362315506e+01;2.509826892102911877e+00
8.942636369023836096e+01;7.507079597176397101e+01;5.242940925386608830e-01
8.995299465474083433e+01;7.508782458705887564e+01;8.389391059818925855e-01
9.493254432559012912e+01;7.557349946143988006e+01;3.447500442313679248e+00
9.640930582148209282e+01;7.502721826135750405e+01;9.230097314390489638e-01
2.457820470355584348e+02;7.239977063976978400e+01;1.146335430781952436e+00
1.052764766165210375e+02;7.501206797060947906e+01;2.165304034661073462e+00
1.159445137853570316e+02;7.470071816336522375e+01;1.412636123715028891e+00
5.836257268481527660e+01;7.561991448466092436e+01;6.938381437825555942e-01
1.168162909019085163e+02;7.461594333380391220e+01;1.368908628509496905e+00
2.428158007243451664e+02;7.209622664239452661e+01;5.176624475991119523e-01
1.178753553465678436e+02;7.510138697110031103e+01;3.386133288046600409e+00
1.263983565472825319e+02;7.464804865162381020e+01;2.378443593303950276e+00
1.394544439312539623e+02;7.413961800533775204e+01;9.711894002384907632e-01
1.397163067362436379e+02;7.416550011620799410e+01;1.037942885970000173e+00
9.577406055219110215e+01;7.488767776329956405e+01;-3.057771327652489823e-01
2.193933540986772357e+02;7.266526585478760580e+01;1.173916093208229094e+00
2.035893449118474621e+02;7.320107571689861459e+01;1.948489066437356199e+00
2.355772840537147488e+02;7.311617870294915633e+01;4.585710487131976265e+00
9.090907855314577546e+01;7.567225554399027487e+01;3.391855178259132408e+00
2.244041931180968277e+02;7.279341956150932447e+01;1.840519464320328424e+00
2.433701264712183274e+02;7.317055769990001579e+01;5.410774044156783980e+00
2.474546821843637190e+02;7.263426523776183785e+01;3.399675992824503279e+00
1.254022889145225008e+02;7.494518006140155819e+01;3.090303788768155702e+00
1.318144909475655311e+02;7.455295224939385434e+01;2.012520908502759998e+00
2.113340035768096357e+02;7.291256609011708179e+01;1.093475035021542308e+00
2.433601093705225935e+02;7.329767811071923234e+01;5.129030667251515574e+00
4.574371089896385456e+01;7.607729260048782294e+01;7.044168509783744758e-01
6.287002771096231868e+01;7.575260781738246862e+01;7.495032417946837500e-01
7.028007714211250345e+01;7.556389841557206921e+01;1.188803485953701777e+00
1.385767558577629472e+02;7.479688160835758026e+01;3.841493296482390019e+00
7.589053859935253854e+01;7.581218295780848848e+01;2.109502223499666318e+00
1.337794344779437949e+02;7.468996549619016889e+01;3.146265717291552466e+00
1.060383218242509002e+02;7.491359650043025908e+01;2.028214825331182136e-01
1.396326511208438887e+02;7.440793884066181363e+01;1.989826357904244114e+00
1.239655327097698034e+02;7.451789561501573189e+01;1.000207336078918097e+00
1.933623614876901797e+02;7.335939540826558414e+01;1.381176475880180554e+00
1.273227073809602956e+02;7.491314069521280317e+01;3.024242524498496731e+00
1.059039705368461881e+02;7.517104923353669221e+01;3.125833934508108758e+00
2.248662347441309350e+02;7.263716409426450582e+01;1.446340180794748687e+00
1.989020540503092036e+02;7.396037076938884525e+01;4.741019165713161065e+00
2.138429112512073402e+02;7.381736899103555061e+01;4.560353852782273343e+00
2.143227358140661067e+02;7.361360296233571887e+01;4.630122148533168946e+00
2.163427719259827597e+02;7.383977470151178579e+01;4.572524134415599129e+00
2.289883096848643902e+02;7.270396549159360688e+01;7.655255438008788937e-01
2.392245899357509131e+02;7.248552785004103782e+01;1.082513083460603820e+00
8.194018491128214521e+01;7.517140704474762458e+01;9.152486715568257658e-01
8.275739178976076005e+01;7.522033471452279230e+01;-2.294421081457833633e-01
2.458127938123817273e+02;7.241899745869660876e+01;1.559364113681895203e+00
1.363663620556607441e+02;7.452797307034191476e+01;2.170360013595685977e+00
2.462555192740776135e+02;7.251164557033695246e+01;1.621704133977730056e+00
9.182242520769948158e+01;7.555262587219473858e+01;3.127889061427902462e+00
1.323088593344201342e+02;7.459618903233663900e+01;2.058553541506054962e+00
1.394462155183427114e+02;7.446653869173454154e+01;1.974046281449608697e+00
1.943443084764923867e+02;7.398140398613404045e+01;4.682473474765023624e+00
2.115714943412286289e+02;7.391569959509051557e+01;5.337414736075151822e+00
2.109240705801029492e+02;7.301056417769645179e+01;1.435732786101974634e+00
2.134194795550199331e+02;7.377744423133076168e+01;4.938270757284871415e+00
2.349180947913158093e+02;7.327399923837249673e+01;5.299718562685995060e+00
2.334569419761563438e+02;7.275670338153500438e+01;1.452594567918506385e+00
2.338944005345195478e+02;7.278529988642226556e+01;1.584900755758204216e+00
2.354471466703928684e+02;7.334560683510150625e+01;4.900681659015404534e+00
1.051945593445881144e+02;7.517633931311426920e+01;3.297390143614767677e+00
2.373752950268727204e+02;7.278268466249292601e+01;1.423035577054849288e+00
2.384168467606650381e+02;7.287765419880422257e+01;2.487523807388129171e+00
1.943009927328789672e+02;7.356499144285962188e+01;1.808919991518026293e+00
7.441611638210794410e+01;7.561339497027235268e+01;1.575234128378080412e+00
7.731106697147198759e+01;7.543264049880812649e+01;1.003518236662814367e+00
8.271762997615728352e+01;7.512584854035006288e+01;4.300903181769941130e-01
1.253944481978050050e+02;7.504273730929254782e+01;3.433797981754586282e+00
1.272788558626951101e+02;7.498511418502724268e+01;3.374908438584145465e+00
1.338798190992667969e+02;7.495806782046228989e+01;3.797880715074004598e+00
2.267851321901095787e+02;7.338953331044693584e+01;4.961038699629524373e+00
1.368313575674623905e+02;7.465247166192298778e+01;2.426388811943877677e+00
1.395374743169503233e+02;7.450676276044605117e+01;2.579395436339992020e+00
1.638293168835213862e+02;7.429287407186116354e+01;2.977689253490571897e+00
1.904445990822473789e+02;7.348379826871297382e+01;1.887403618581284137e+00
8.088443798054053957e+01;7.511854982526216418e+01;1.623568382231017349e-01
1.907079237536087248e+02;7.353251052721167014e+01;1.889626770050407245e+00
2.461811617911411929e+02;7.340900606567505804e+01;5.291517023017592081e+00
1.968582128637600590e+02;7.403826049105272489e+01;5.343089266413215910e+00
1.973016512353307235e+02;7.408119882304454507e+01;5.330885414796053823e+00
1.978862273501214304e+02;7.404240792772318969e+01;5.318496032177163713e+00
1.994580152513032658e+02;7.407499680767266170e+01;5.392320042773441457e+00
1.999047960831420312e+02;7.402005239325832520e+01;5.380087608169309199e+00
2.004223960718071851e+02;7.401789697963998549e+01;5.395011095440396254e+00
2.007729935987047156e+02;7.404764590099944144e+01;5.401893961567869162e+00
2.053171087749951766e+02;7.332663301969557779e+01;1.906264934469800831e+00
2.058283623302380647e+02;7.329396889512729274e+01;1.816553195199843485e+00
2.074650094947804746e+02;7.385352427714303758e+01;5.320182650030344185e+00
2.093089254432703399e+02;7.389015263313673643e+01;5.326226942629158856e+00
2.133651100312414997e+02;7.294129739999578987e+01;1.374685575019241046e+00
2.139029717502743040e+02;7.294194484249582899e+01;1.402409656323742704e+00
2.163455803867869349e+02;7.378933546071164074e+01;5.332712213477917018e+00
2.167098126785124919e+02;7.377320111145300530e+01;5.285397465272919426e+00
2.473316595321869329e+02;7.237462854099868537e+01;2.470394390693380959e+00
2.217164547920903885e+02;7.390897755497576327e+01;4.247278910790694084e+00
2.258633520278045239e+02;7.287109523560911839e+01;1.799509478139571739e+00
2.274698797218853485e+02;7.359865276091859698e+01;5.376939028612286897e+00
2.295235725068013721e+02;7.354725727207113550e+01;5.305272433112180330e+00
2.304215331329572223e+02;7.281767537379384692e+01;1.951188087317617947e+00
2.319182034640056145e+02;7.288672206344975280e+01;1.964165221872062661e+00
2.337657708447995901e+02;7.345753559382414721e+01;5.395373257938839373e+00
2.343866717574563836e+02;7.354105314559470230e+01;5.540694809199419701e+00
2.394073451887548458e+02;7.254183439947767909e+01;1.398319296024792324e+00
2.412335265308343821e+02;7.328642317689349284e+01;4.902286067942766223e+00
7.741085509727946601e+01;7.562609897405910431e+01;2.635270138783567084e+00
2.408461643725361512e+02;7.252824193103219841e+01;1.418489345287024861e+00
2.414005909845510587e+02;7.249742651100216051e+01;1.409843123909544138e+00
4.918713883302895340e+01;7.591360029443643498e+01;2.490546340898936173e-01
7.512338023298720202e+01;7.581645098477090983e+01;2.156716140926159486e+00
9.689156180865283829e+01;7.554133164215241436e+01;2.752359896764184466e+00
1.214345905241554533e+02;7.459702243876321859e+01;6.749630073340227021e-01
1.224299882430189967e+02;7.455612473908743709e+01;6.877954009883654463e-01
2.083985956487721580e+02;7.363402412736422775e+01;4.995176664476979944e+00
1.366132136406399695e+02;7.478701575354918418e+01;2.519153243957449551e+00
1.914301278186763682e+02;7.363303528230649420e+01;6.266785518957990186e-01
1.939874626641544921e+02;7.409392057599519887e+01;4.265216355191237874e+00
2.120982170255255710e+02;7.308965842136576896e+01;7.335939882594468830e-01
2.134445271990605875e+02;7.386748284442910517e+01;4.219597621933287357e+00
2.383853373307165953e+02;7.313293512276909780e+01;4.907382525429237141e+00
2.192227288186793430e+02;7.361113924618277338e+01;3.971613945244878430e+00
2.319529850614092652e+02;7.356560140135415793e+01;4.478940482162879988e+00
2.328580277185941441e+02;7.358453944138706504e+01;4.468535601395530854e+00
2.437964653205324908e+02;7.345610320814340355e+01;4.701524239694744978e+00
1.933347128428014017e+01;7.659043129773016290e+01;1.296308077975176110e+00
2.286711683623226676e+01;7.649390870555554045e+01;8.819812309519159399e-01
2.314184049754640284e+02;7.296293806190146825e+01;1.159628545317568760e+00
2.184841863282749443e+02;7.269378991740570939e+01;1.455911668404850756e+00
2.328265635021445803e+02;7.378063367362722147e+01;4.689549252944476443e+00
1.063287299733615328e+02;7.468145804035896163e+01;9.372237377099630340e-01
4.700182698391417802e+01;7.628868241447796095e+01;1.871501125652181630e+00
4.722850761916020446e+01;7.628808192892590512e+01;1.888118592034764731e+00
2.263575982891123601e+02;7.301771368452649824e+01;1.119004646737824071e+00
2.290473035533738653e+02;7.374435663900550253e+01;4.820544751118816862e+00
2.292954401962000190e+02;7.373279682350228370e+01;4.783768412727579467e+00
2.304132210553709683e+02;7.368051080143398224e+01;4.617030557020123105e+00
2.378597548975455993e+02;7.280701171395861593e+01;1.529260712147999746e+00
7.992066271462736893e+01;7.559157997069866042e+01;2.551746842726480669e+00
7.133439627689786278e+01;7.550141675501880911e+01;1.163436223415259541e+00
7.987080333161654266e+01;7.547415833785922246e+01;1.936651158510243942e+00
8.891719246817378064e+01;7.530721370960340266e+01;5.095088088394207348e-01
2.401079704848304175e+02;7.352527390043890421e+01;3.722862175674483520e+00
1.166516071824169813e+02;7.494259260172410109e+01;1.901981091546613323e+00
2.037908942527371323e+02;7.384558070941312735e+01;4.878109084731781842e+00
2.029664129488330673e+02;7.344583996925473457e+01;1.642845566432529214e-01
2.119341551193200530e+02;7.332617189349400633e+01;1.342507621044569666e+00
2.168278155273591210e+02;7.382148650328609563e+01;4.599717911193186737e+00
7.132401213523844774e+01;7.563516809988435341e+01;4.806643539565628176e-01
1.396225891347357617e+02;7.461740968802602936e+01;1.317328343919891065e+00
2.064829373461832915e+02;7.402868155697694874e+01;4.176459970322764725e+00
2.447423917651331919e+02;7.265970053477860802e+01;4.734757404838908501e-01
1.225053744727463965e+02;7.527207534916151133e+01;2.696799783234091308e+00
2.114062780234854131e+02;7.336520108627162529e+01;7.431715862895477143e-01
7.651054308804924631e+01;7.563853836890595517e+01;2.858567158042532252e+00
2.116493382711238098e+02;7.335799356954149175e+01;7.269707215767472475e-01
2.447810458103436702e+02;7.270840771072509767e+01;2.199081060427124645e-01
4.738046819382428509e+01;7.606168051892096571e+01;2.898985778897161802e-02
2.317802813721763755e+02;7.304825486428293857e+01;6.923040271171082560e-01
7.148717566045434069e+01;7.577662356378544928e+01;4.434566069268688349e-01
2.319269073366016300e+02;7.382044921886235045e+01;4.958750978419384836e+00
2.323694263018745403e+02;7.378501662860250576e+01;4.942158411803436735e+00
1.258153529666894883e+02;7.466886937735397112e+01;3.073303743843240898e-01
7.136724936091165716e+01;7.572467691405422840e+01;1.071391345939195078e-01
7.665124701942757213e+01;7.575014761896228777e+01;6.550380669353972340e-01
2.393377090616127418e+02;7.304667329459857683e+01;4.582813438501590397e+00
2.323598278999178888e+02;7.381641365391539011e+01;4.725640362223142432e+00
1.942299852037527330e+01;7.672240356710541676e+01;5.312685775409907718e-01
2.212538637122404737e+02;7.343097654533309537e+01;4.588739634494928055e+00
7.039972925890091915e+01;7.568244556940382495e+01;2.468862132214858729e+00
6.086174749066896794e+01;7.625047615903820031e+01;1.864491212682309662e+00
2.325646078816084810e+02;7.365728971204568154e+01;4.437176527336691656e+00
8.193198908130074187e+01;7.580088026152380110e+01;1.486833345781553684e+00
1.300617102955177131e+02;7.466927597435741859e+01;2.324466404992403756e+00
1.614509470780444929e+02;7.436778919146408384e+01;1.389237622854475163e+00
2.217588562687901685e+02;7.381445149606953748e+01;5.107966396182859192e+00
7.270485954345541302e+01;7.571342693499676102e+01;2.921753683992616146e-01
2.117050658493287472e+02;7.392705953878376590e+01;4.461916469711326272e+00
2.221207950633924213e+02;7.392485761837512825e+01;4.833572007430505302e+00
2.335074108626029101e+02;7.370450150914359710e+01;4.754075540524249632e+00
2.144404033783104779e+01;7.654791723044954210e+01;7.984347065957149159e-01
2.190824853134560257e+01;7.654904296853953838e+01;8.476290447208784107e-01
6.660851311539924779e+01;7.609306005846660526e+01;2.880046217112063101e+00
6.683222703906594120e+01;7.609101180078390314e+01;2.891338524613799699e+00
7.620875008010558815e+01;7.599377322955004388e+01;3.310049443968898331e+00
7.731091585940885125e+01;7.548201142894920679e+01;1.309505337691392546e+00
2.284002104501990971e+02;7.284920651578633510e+01;1.616651726584791726e+00
8.233569200062633797e+01;7.588085581221461950e+01;3.355925225483418206e+00
9.775935239950418065e+01;7.568654522453964262e+01;3.871096986075278856e+00
1.134932485108529789e+02;7.538890104769845379e+01;3.929248351311781740e+00
1.143978331947316178e+02;7.482568234906592863e+01;1.865113997227392906e+00
1.159311772972558146e+02;7.533723860835539199e+01;3.911694252055837318e+00
1.245802333286095660e+02;7.514190971257873741e+01;3.791691128859016047e+00
1.596020034620287049e+02;7.445629460262756538e+01;3.810452674376216375e+00
2.435163469777705529e+02;7.219829598055078179e+01;1.416352047937482483e+00
1.599094687607532705e+02;7.446663296531338005e+01;3.804951556712644845e+00
1.199837137565747440e+02;7.452640179288316347e+01;6.323880205151868328e-01
1.604027350388415698e+02;7.440076172403171029e+01;3.350885283209963372e+00
1.915967147294208814e+02;7.413547623000347642e+01;5.291805929802049668e+00
1.954975924466008337e+02;7.410567098924154550e+01;5.517031229100514800e+00
1.963249038009180651e+02;7.403253565346970788e+01;5.380224028672896175e+00
1.984630493824731730e+02;7.399177400505966773e+01;5.348802917424278824e+00
2.013506322545194962e+02;7.341147807834629191e+01;2.057267651791626850e+00
2.033450224243459559e+02;7.388997789933104343e+01;4.932688229975751959e+00
